id;route_code;distance_km;base_fare;created_at;updated_at;is_deleted;deleted_at;deleted_by;origin_id;destination_id
1031;BNXEBAN_NNG;;181.79;2025-10-07 18:47:44;;false;;\N;1506;1534
1032;LONGKHNHNG_THUNANBNHD;;185.90;2025-10-07 18:47:44;;false;;\N;1507;1503
1033;SIGN_BCGIANGBCG;;;2025-10-07 18:47:44;;false;;\N;1504;1596
1034;THNGNHTNGN_SIGN;;;2025-10-07 18:47:44;;false;;\N;1507;1504
1035;BNXEBINHA_BNTRE;;180.05;2025-10-07 18:47:44;;false;;\N;1507;1505
1036;NGHIQUNGBN_NINHBNHNIN;;190.60;2025-10-07 18:47:44;;false;;\N;1506;1536
1037;BINHANGNAI_NGHIQUNGBN;;183.60;2025-10-07 18:47:44;;false;;\N;1507;1506
1038;NGHIQUNGBN_THANHHATHA;;193.64;2025-10-07 18:47:44;;false;;\N;1506;1537
1039;SIGN_BCLIUBCLIU;;;2025-10-07 18:47:44;;false;;\N;1504;1600
1040;LONGKHNHNG_THNGNHTNGN;;186.51;2025-10-07 18:47:44;;false;;\N;1507;1507
1041;XUNLCNGNAI_BUNMATHUTK;;181.25;2025-10-07 18:47:44;;false;;\N;1507;1508
1042;NGHIQUNGBN_KONTUMKONT;;198.91;2025-10-07 18:47:44;;false;;\N;1506;1539
1043;THNGNHTNGN_PHANTHITBN;;189.91;2025-10-07 18:47:44;;false;;\N;1507;1511
1044;TRNGBOMNGN_THANHMINHI;;193.31;2025-10-07 18:47:44;;false;;\N;1507;1513
1045;THNGNHTNGN_QUYNHNBNHN;;191.67;2025-10-07 18:47:44;;false;;\N;1507;1514
1046;NGHIQUNGBN_CAOLCLNGSN;;188.67;2025-10-07 18:47:44;;false;;\N;1506;1545
1047;THNGNHTNGN_QUNGNGIQUN;;203.04;2025-10-07 18:47:44;;false;;\N;1507;1515
1048;QUNGTRCHQU_NGXOIBNHPH;;192.50;2025-10-07 18:47:44;;false;;\N;1506;1547
1049;BNXEANSNG_HIHU;;235.78;2025-10-07 18:47:44;;false;;\N;1504;1610
1050;TNPHNGNAI_CMAUCMAU;;186.79;2025-10-07 18:47:44;;false;;\N;1507;1517
1051;BNXEBAN_SIGN;;;2025-10-07 18:47:44;;false;;\N;1506;1549
1052;BNXEBAN_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1506;1550
1053;BNXEBINHA_TRVINH;;182.01;2025-10-07 18:47:44;;false;;\N;1507;1521
1054;BINHANGNAI_HNI;;189.90;2025-10-07 18:47:44;;false;;\N;1507;1524
1055;XUNLCNGNAI_KRLPKNNG;;185.36;2025-10-07 18:47:44;;false;;\N;1507;1525
1056;NGHIQUNGBN_VINHNGHAN;;194.71;2025-10-07 18:47:44;;false;;\N;1506;1556
1057;THNHPHBNTR_TYNINHTYNI;;188.33;2025-10-07 18:47:44;;false;;\N;1505;1588
1058;BNXEBAN_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1506;1558
1059;BINHANGNAI_CIBTINGIAN;;193.37;2025-10-07 18:47:44;;false;;\N;1507;1527
1060;THNGNHTNGN_HTINKINGIA;;200.11;2025-10-07 18:47:44;;false;;\N;1507;1529
1061;BINHANGNAI_HTNHHTNH;;183.03;2025-10-07 18:47:44;;false;;\N;1507;1530
1062;EAKARKLK_PHMBRAVNGT;;198.03;2025-10-07 18:47:44;;false;;\N;1508;1500
1063;NGHIQUNGBN_VITTRPHTH;;200.30;2025-10-07 18:47:44;;false;;\N;1506;1562
1064;BUNMATHUTK_CHSGIALAI;;188.33;2025-10-07 18:47:44;;false;;\N;1508;1501
1065;TRNGBOMNGN_HNGYNHNGYN;;190.34;2025-10-07 18:47:44;;false;;\N;1507;1532
1066;BINHANGNAI_BOLCLMNG;;198.18;2025-10-07 18:47:44;;false;;\N;1507;1533
1067;EAKARKLK_CIRNGCNTH;;183.83;2025-10-07 18:47:44;;false;;\N;1508;1502
1068;THNGNHTNGN_LINCHIUNNG;;194.13;2025-10-07 18:47:44;;false;;\N;1507;1534
1069;MRKKLK_PHGIOBNHDN;;181.06;2025-10-07 18:47:44;;false;;\N;1508;1503
1070;BNXEBUNMAT_SIGN;;;2025-10-07 18:47:44;;false;;\N;1508;1504
1071;TNPHNGNAI_LONGXUYNAN;;191.74;2025-10-07 18:47:44;;false;;\N;1507;1535
1072;EAHLEOKLK_BNTREBNTRE;;180.73;2025-10-07 18:47:44;;false;;\N;1508;1505
1073;BINHANGNAI_NINHBNHNIN;;182.60;2025-10-07 18:47:44;;false;;\N;1507;1536
1074;BINHANGNAI_THANHHATHA;;188.03;2025-10-07 18:47:44;;false;;\N;1507;1537
1075;MRKKLK_BINHANGNAI;;188.47;2025-10-07 18:47:44;;false;;\N;1508;1507
1076;BUNMATHUTK_BUNHKLK;;194.71;2025-10-07 18:47:44;;false;;\N;1508;1508
1077;BUNMATHUTK_PHANTHITBN;;186.64;2025-10-07 18:47:44;;false;;\N;1508;1511
1078;BINHANGNAI_CAOLCLNGSN;;180.94;2025-10-07 18:47:44;;false;;\N;1507;1545
1079;BUNMATHUTK_QUYNHNBNHN;;191.47;2025-10-07 18:47:44;;false;;\N;1508;1514
1080;BUNMATHUTK_QUNGNGIQUN;;186.24;2025-10-07 18:47:44;;false;;\N;1508;1515
1081;XUNLCNGNAI_NGXOIBNHPH;;186.05;2025-10-07 18:47:44;;false;;\N;1507;1547
1082;BTRCHQUNGB_PHYNTHINGU;;198.20;2025-10-07 18:47:44;;false;;\N;1506;1578
1083;EAKARKLK_CMAUCMAU;;182.77;2025-10-07 18:47:44;;false;;\N;1508;1517
1084;THNGNHTNGN_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1507;1549
1085;THNGNHTNGN_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1507;1550
1086;EAHLEOKLK_TRVINHTRVI;;177.72;2025-10-07 18:47:44;;false;;\N;1508;1521
1087;BNXEBUNMAT_HNI;;266.23;2025-10-07 18:47:44;;false;;\N;1508;1524
1088;KRNGNNGKLK_GIANGHAKNN;;185.21;2025-10-07 18:47:44;;false;;\N;1508;1525
1089;BINHANGNAI_VINHNGHAN;;183.02;2025-10-07 18:47:44;;false;;\N;1507;1556
1090;THNGNHTNGN_SIGN_C;;189.21;2025-10-07 18:47:44;;false;;\N;1507;1558
1091;EAHLEOKLK_MTHOTINGIA;;179.04;2025-10-07 18:47:44;;false;;\N;1508;1527
1092;NGHIQUNGBN_PHLHNAM;;178.92;2025-10-07 18:47:44;;false;;\N;1506;1591
1093;BUNMATHUTK_LTLMNG;;186.92;2025-10-07 18:47:44;;false;;\N;1508;1533
1094;BUNMATHUTK_LINCHIUNNG;;183.04;2025-10-07 18:47:44;;false;;\N;1508;1534
1095;NGHIQUNGBN_BCGIANGBCG;;177.68;2025-10-07 18:47:44;;false;;\N;1506;1596
1096;BUNMATHUTK_CHMIANGIAN;;188.37;2025-10-07 18:47:44;;false;;\N;1508;1535
1097;MNGCIQUNGN_SIGN;;;2025-10-07 18:47:44;;false;;\N;1509;1504
1098;VNNQUNGNIN_BTRCHQUNGB;;200.00;2025-10-07 18:47:44;;false;;\N;1509;1506
1099;BUNMATHUTK_KONTUMKONT;;191.21;2025-10-07 18:47:44;;false;;\N;1508;1539
1100;BINHANGNAI_CHUTHNHSCT;;192.34;2025-10-07 18:47:44;;false;;\N;1507;1571
1101;MNGCIQUNGN_HIHQUNGNIN;;195.17;2025-10-07 18:47:44;;false;;\N;1509;1509
1102;MNGCIQUNGN_CHLINHHIDN;;199.03;2025-10-07 18:47:44;;false;;\N;1509;1513
1103;MRKKLK_BNGBNHPHC;;187.00;2025-10-07 18:47:44;;false;;\N;1508;1547
1104;CMPHQUNGNI_THIBNHTHIB;;192.75;2025-10-07 18:47:44;;false;;\N;1509;1516
1105;BNXEBUNMAT_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1508;1549
1106;BNXEBUNMAT_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1508;1550
1107;HLONGQUNGN_CTBHIPHNG;;192.56;2025-10-07 18:47:44;;false;;\N;1509;1519
1108;HLONGQUNGN_HNI;;194.39;2025-10-07 18:47:44;;false;;\N;1509;1524
1109;KRNGBKKLK_YNTHNHNGHA;;184.57;2025-10-07 18:47:44;;false;;\N;1508;1556
1110;VNNQUNGNIN_NAMNHNAMNH;;207.89;2025-10-07 18:47:44;;false;;\N;1509;1526
1111;BNXEBUNMAT_SIGN_C;;197.36;2025-10-07 18:47:44;;false;;\N;1508;1558
1112;CMPHQUNGNI_HGIANGHGIA;;197.02;2025-10-07 18:47:44;;false;;\N;1509;1528
1113;BINHANGNAI_PHLHNAM;;187.27;2025-10-07 18:47:44;;false;;\N;1507;1591
1114;BNXEBUNMAT_PHANTHIT;;194.90;2025-10-07 18:47:44;;false;;\N;1508;1561
1115;VNNQUNGNIN_HTNHHTNH;;191.61;2025-10-07 18:47:44;;false;;\N;1509;1530
1116;HLONGQUNGN_HNGYNHNGYN;;196.48;2025-10-07 18:47:44;;false;;\N;1509;1532
1117;BINHANGNAI_BCGIANGBCG;;181.53;2025-10-07 18:47:44;;false;;\N;1507;1596
1118;VNNQUNGNIN_SNTRNNG;;196.99;2025-10-07 18:47:44;;false;;\N;1509;1534
1119;BNXEBNHCHU_SIGN;;;2025-10-07 18:47:44;;false;;\N;1510;1504
1120;VNNQUNGNIN_HOALNINHBN;;195.19;2025-10-07 18:47:44;;false;;\N;1509;1536
1121;VNNQUNGNIN_THANHHATHA;;192.52;2025-10-07 18:47:44;;false;;\N;1509;1537
1122;TNPHNGNAI_BCLIUBCLIU;;186.02;2025-10-07 18:47:44;;false;;\N;1507;1600
1123;EAKARKLK_SCTRNGSCTR;;181.84;2025-10-07 18:47:44;;false;;\N;1508;1571
1124;VNNQUNGNIN_LAICHULAIC;;200.83;2025-10-07 18:47:44;;false;;\N;1509;1541
1125;MNGCIQUNGN_BNHXUYNVNH;;196.62;2025-10-07 18:47:44;;false;;\N;1509;1546
1126;MNGCIQUNGN_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1509;1549
1127;MNGCIQUNGN_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1509;1550
1128;BNXEBICHY_SNLA;;199.27;2025-10-07 18:47:44;;false;;\N;1509;1554
1129;VNNQUNGNIN_QUNHLUNGHA;;199.68;2025-10-07 18:47:44;;false;;\N;1509;1556
1130;MNGCIQUNGN_SIGN_C;;187.34;2025-10-07 18:47:44;;false;;\N;1509;1558
1131;PHANTHITBN_LONGINBRAV;;184.97;2025-10-07 18:47:44;;false;;\N;1511;1500
1132;MNGCIQUNGN_PHTHPHTH;;194.09;2025-10-07 18:47:44;;false;;\N;1509;1562
1133;PHANTHITBN_PLEIKUGIAL;;189.53;2025-10-07 18:47:44;;false;;\N;1511;1501
1134;MINBNHTHUN_CIRNGCNTH;;186.16;2025-10-07 18:47:44;;false;;\N;1511;1502
1135;BNXEBUNMAT_BCGIANG;;241.59;2025-10-07 18:47:44;;false;;\N;1508;1596
1136;PHANTHITBN_THUNANBNHD;;187.68;2025-10-07 18:47:44;;false;;\N;1511;1503
1137;MNGCIQUNGN_BOYNLOCAI;;195.66;2025-10-07 18:47:44;;false;;\N;1509;1565
1138;BNXEBCRUNG_SIGN;;;2025-10-07 18:47:44;;false;;\N;1511;1504
1139;PHANRBNHTH_BNTREBNTRE;;195.05;2025-10-07 18:47:44;;false;;\N;1511;1505
1140;HMTNBNHTHU_QUNGTRCHQU;;199.64;2025-10-07 18:47:44;;false;;\N;1511;1506
1141;MINBNHTHUN_BINHANGNAI;;179.05;2025-10-07 18:47:44;;false;;\N;1511;1507
1142;EAKARKLK_BCLIUBCLIU;;180.51;2025-10-07 18:47:44;;false;;\N;1508;1600
1143;PHANTHITBN_BUNMATHUTK;;189.55;2025-10-07 18:47:44;;false;;\N;1511;1508
1144;PHANTHITBN_HMTNBNHTHU;;191.58;2025-10-07 18:47:44;;false;;\N;1511;1511
1145;HMTNBNHTHU_THANHMINHI;;188.27;2025-10-07 18:47:44;;false;;\N;1511;1513
1146;PHANTHITBN_QUYNHNBNHN;;193.70;2025-10-07 18:47:44;;false;;\N;1511;1514
1147;PHANTHITBN_QUNGNGIQUN;;194.03;2025-10-07 18:47:44;;false;;\N;1511;1515
1148;HLONGQUNGN_PHYNTHINGU;;190.09;2025-10-07 18:47:44;;false;;\N;1509;1578
1149;PHANTHITBN_THIBNHTHIB;;191.87;2025-10-07 18:47:44;;false;;\N;1511;1516
1150;PHANRBNHTH_CMAUCMAU;;194.31;2025-10-07 18:47:44;;false;;\N;1511;1517
1151;BNXEBNHCHU_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1510;1549
1152;BNXEBNHCHU_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1510;1550
1153;HLONGQUNGN_TUYNQUANGT;;184.17;2025-10-07 18:47:44;;false;;\N;1509;1583
1154;PHANTHITBN_HNI;;187.34;2025-10-07 18:47:44;;false;;\N;1511;1524
1155;LAGIBNHTHU_CJTKNNG;;191.96;2025-10-07 18:47:44;;false;;\N;1511;1525
1156;PHANTHITBN_NAMNHNAMNH;;186.72;2025-10-07 18:47:44;;false;;\N;1511;1526
1157;BNXEBNHCHU_SIGN_C;;173.56;2025-10-07 18:47:44;;false;;\N;1510;1558
1158;PHANTHITBN_THXCAILYTI;;193.30;2025-10-07 18:47:44;;false;;\N;1511;1527
1159;PHANTHITBN_RCHGIKINGI;;201.31;2025-10-07 18:47:44;;false;;\N;1511;1529
1160;PHANTHITBN_HTNHHTNH;;184.29;2025-10-07 18:47:44;;false;;\N;1511;1530
1161;MNGCIQUNGN_YNBIYNBI;;201.04;2025-10-07 18:47:44;;false;;\N;1509;1593
1162;HMTNBNHTHU_HNGYNHNGYN;;185.46;2025-10-07 18:47:44;;false;;\N;1511;1532
1163;BNXEBNTRE_CNTH;;182.31;2025-10-07 18:47:44;;false;;\N;1512;1502
1164;PHANTHITBN_BOLCLMNG;;184.35;2025-10-07 18:47:44;;false;;\N;1511;1533
1165;PHANTHITBN_LINCHIUNNG;;200.11;2025-10-07 18:47:44;;false;;\N;1511;1534
1166;PHANRBNHTH_LONGXUYNAN;;199.19;2025-10-07 18:47:44;;false;;\N;1511;1535
1167;HLONGQUNGN_CHMIBCKN;;183.70;2025-10-07 18:47:44;;false;;\N;1509;1597
1168;PHANTHITBN_NINHBNHNIN;;189.91;2025-10-07 18:47:44;;false;;\N;1511;1536
1169;PHANTHITBN_THANHHATHA;;188.25;2025-10-07 18:47:44;;false;;\N;1511;1537
1170;VNNQUNGNIN_HOBNHHABNH;;191.09;2025-10-07 18:47:44;;false;;\N;1509;1599
1171;BNXEBNTRE_BINHA;;175.08;2025-10-07 18:47:44;;false;;\N;1512;1507
1172;PHANTHITBN_CAOLCLNGSN;;182.23;2025-10-07 18:47:44;;false;;\N;1511;1545
1173;PHANTHITBN_BNHLONGBNH;;182.77;2025-10-07 18:47:44;;false;;\N;1511;1547
1174;BNXEBCRUNG_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1511;1549
1175;BNXEBCRUNG_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1511;1550
1176;BNXEBNTRE_EASP;;198.59;2025-10-07 18:47:44;;false;;\N;1512;1522
1177;PHANTHITBN_VINHNGHAN;;184.54;2025-10-07 18:47:44;;false;;\N;1511;1556
1178;BNXEBCRUNG_SIGN_C;;136.23;2025-10-07 18:47:44;;false;;\N;1511;1558
1179;THANHMINHI_VNGTUBRAVN;;182.78;2025-10-07 18:47:44;;false;;\N;1513;1500
1180;THANHMINHI_PLEIKUGIAL;;183.74;2025-10-07 18:47:44;;false;;\N;1513;1501
1181;BNXEBNTRI_SIGN;;;2025-10-07 18:47:44;;false;;\N;1513;1504
1182;GIALCHIDNG_BTRCHQUNGB;;193.53;2025-10-07 18:47:44;;false;;\N;1513;1506
1183;THANHMINHI_TRNGBOMNGN;;182.71;2025-10-07 18:47:44;;false;;\N;1513;1507
1184;PHANRBNHTH_CHUTHNHSCT;;200.05;2025-10-07 18:47:44;;false;;\N;1511;1571
1185;CHLINHHIDN_NGTRIUQUNG;;199.54;2025-10-07 18:47:44;;false;;\N;1513;1509
1186;THANHMINHI_HMTNBNHTHU;;187.56;2025-10-07 18:47:44;;false;;\N;1513;1511
1187;CHLINHHIDN_ANDNGHIPHN;;197.22;2025-10-07 18:47:44;;false;;\N;1513;1519
1188;BNXEBNHCHU_XUYNMC;;172.57;2025-10-07 18:47:44;;false;;\N;1510;1613
1189;KIMTHNHHID_HNI;;187.30;2025-10-07 18:47:44;;false;;\N;1513;1524
1190;PHANRBNHTH_TRNGBNGTYN;;198.66;2025-10-07 18:47:44;;false;;\N;1511;1588
1191;THANHMINHI_HGIANGHGIA;;192.43;2025-10-07 18:47:44;;false;;\N;1513;1528
1192;PHANTHITBN_PHLHNAM;;191.22;2025-10-07 18:47:44;;false;;\N;1511;1591
1193;BNXEBNTRE_PHANTHIT;;172.65;2025-10-07 18:47:44;;false;;\N;1512;1561
1194;GIALCHIDNG_HTNHHTNH;;200.29;2025-10-07 18:47:44;;false;;\N;1513;1530
1195;QUYNHNBNHN_VNGTUBRAVN;;186.45;2025-10-07 18:47:44;;false;;\N;1514;1500
1196;ANNHNBNHNH_PLEIKUGIAL;;197.76;2025-10-07 18:47:44;;false;;\N;1514;1501
1197;CHLINHHIDN_HNGYNHNGYN;;199.40;2025-10-07 18:47:44;;false;;\N;1513;1532
1198;BNXEBNTRE_PHCLONG;;186.82;2025-10-07 18:47:44;;false;;\N;1512;1564
1199;TUYPHCBNHN_CIRNGCNTH;;184.62;2025-10-07 18:47:44;;false;;\N;1514;1502
1200;TUYPHCBNHN_THUNANBNHD;;182.82;2025-10-07 18:47:44;;false;;\N;1514;1503
1201;PHANTHITBN_BCGIANGBCG;;188.74;2025-10-07 18:47:44;;false;;\N;1511;1596
1202;GIALCHIDNG_SNTRNNG;;195.36;2025-10-07 18:47:44;;false;;\N;1513;1534
1203;BNXEBNGSN_SIGN;;;2025-10-07 18:47:44;;false;;\N;1514;1504
1204;HOINHNBNHN_CHUTHNHBNT;;180.38;2025-10-07 18:47:44;;false;;\N;1514;1505
1205;QUYNHNBNHN_QUNGTRCHQU;;194.55;2025-10-07 18:47:44;;false;;\N;1514;1506
1206;THANHMINHI_THANHHATHA;;187.01;2025-10-07 18:47:44;;false;;\N;1513;1537
1207;QUYNHNBNHN_THNGNHTNGN;;184.82;2025-10-07 18:47:44;;false;;\N;1514;1507
1208;PHANRBNHTH_GIRAIBCLIU;;199.56;2025-10-07 18:47:44;;false;;\N;1511;1600
1209;ANNHNBNHNH_BUNMATHUTK;;200.59;2025-10-07 18:47:44;;false;;\N;1514;1508
1210;THANHMINHI_KONTUMKONT;;191.10;2025-10-07 18:47:44;;false;;\N;1513;1539
1211;CHLINHHIDN_LAICHULAIC;;197.14;2025-10-07 18:47:44;;false;;\N;1513;1541
1212;QUYNHNBNHN_PHANTHITBN;;184.80;2025-10-07 18:47:44;;false;;\N;1514;1511
1213;HOINHNBNHN_HOINHNBNHN;;193.79;2025-10-07 18:47:44;;false;;\N;1514;1514
1214;QUYNHNBNHN_QUNGNGIQUN;;193.90;2025-10-07 18:47:44;;false;;\N;1514;1515
1215;CHLINHHIDN_BNHXUYNVNH;;197.35;2025-10-07 18:47:44;;false;;\N;1513;1546
1216;QUYNHNBNHN_THIBNHTHIB;;191.13;2025-10-07 18:47:44;;false;;\N;1514;1516
1217;BNXEBNTRI_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1513;1549
1218;BNXEBNTRI_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1513;1550
1219;BNXEBNTRI_SNLA;;194.79;2025-10-07 18:47:44;;false;;\N;1513;1554
1220;QUYNHNBNHN_HNI;;186.55;2025-10-07 18:47:44;;false;;\N;1514;1524
1221;BNXEBNTRE_TNPH;;175.69;2025-10-07 18:47:44;;false;;\N;1512;1587
1222;ANNHNBNHNH_GIANGHAKNN;;196.69;2025-10-07 18:47:44;;false;;\N;1514;1525
1223;GIALCHIDNG_QUNHLUNGHA;;198.86;2025-10-07 18:47:44;;false;;\N;1513;1556
1224;BNXEBNTRE_TYNINH;;171.34;2025-10-07 18:47:44;;false;;\N;1512;1588
1225;QUYNHNBNHN_NAMNHNAMNH;;180.36;2025-10-07 18:47:44;;false;;\N;1514;1526
1226;BNXEBNTRI_SIGN_C;;260.74;2025-10-07 18:47:44;;false;;\N;1513;1558
1227;QUYNHNBNHN_THXCAILYTI;;191.73;2025-10-07 18:47:44;;false;;\N;1514;1527
1228;QUYNHNBNHN_RCHGIKINGI;;195.11;2025-10-07 18:47:44;;false;;\N;1514;1529
1229;QUYNHNBNHN_HTNHHTNH;;189.98;2025-10-07 18:47:44;;false;;\N;1514;1530
1230;QUNGNGIQUN_VNGTUBRAVN;;192.74;2025-10-07 18:47:44;;false;;\N;1515;1500
1231;CHLINHHIDN_PHTHPHTH;;197.80;2025-10-07 18:47:44;;false;;\N;1513;1562
1232;QUNGNGIQUN_PLEIKUGIAL;;196.48;2025-10-07 18:47:44;;false;;\N;1515;1501
1233;BNXEBNTRE_THDUMT;;180.90;2025-10-07 18:47:44;;false;;\N;1512;1595
1234;BNXECHNNGH_CNTH;;206.64;2025-10-07 18:47:44;;false;;\N;1515;1502
1235;QUYNHNBNHN_LTLMNG;;197.12;2025-10-07 18:47:44;;false;;\N;1514;1533
1236;QUYNHNBNHN_LINCHIUNNG;;194.60;2025-10-07 18:47:44;;false;;\N;1514;1534
1237;BNHSNQUNGN_BNCTBNHDNG;;189.29;2025-10-07 18:47:44;;false;;\N;1515;1503
1238;CHLINHHIDN_BOYNLOCAI;;197.18;2025-10-07 18:47:44;;false;;\N;1513;1565
1239;BNXECHNNGH_SIGN;;;2025-10-07 18:47:44;;false;;\N;1515;1504
1240;BNHSNQUNGN_CHUTHNHBNT;;187.47;2025-10-07 18:47:44;;false;;\N;1515;1505
1241;QUYNHNBNHN_NINHBNHNIN;;184.68;2025-10-07 18:47:44;;false;;\N;1514;1536
1242;QUNGNGIQUN_QUNGTRCHQU;;193.86;2025-10-07 18:47:44;;false;;\N;1515;1506
1243;QUYNHNBNHN_THANHHATHA;;183.20;2025-10-07 18:47:44;;false;;\N;1514;1537
1244;QUNGNGIQUN_THNGNHTNGN;;195.93;2025-10-07 18:47:44;;false;;\N;1515;1507
1245;QUNGNGIQUN_BUNMATHUTK;;190.29;2025-10-07 18:47:44;;false;;\N;1515;1508
1246;QUYNHNBNHN_KONTUMKONT;;194.85;2025-10-07 18:47:44;;false;;\N;1514;1539
1247;QUNGNGIQUN_PHANTHITBN;;198.51;2025-10-07 18:47:44;;false;;\N;1515;1511
1248;QUNGNGIQUN_QUYNHNBNHN;;189.59;2025-10-07 18:47:44;;false;;\N;1515;1514
1249;QUYNHNBNHN_CAOLCLNGSN;;182.87;2025-10-07 18:47:44;;false;;\N;1514;1545
1250;TUYPHCBNHN_BNHLONGBNH;;184.74;2025-10-07 18:47:44;;false;;\N;1514;1547
1251;CPHQUNGNGI_THIBNHTHIB;;183.76;2025-10-07 18:47:44;;false;;\N;1515;1516
1252;CHLINHHIDN_PHYNTHINGU;;197.15;2025-10-07 18:47:44;;false;;\N;1513;1578
1253;BNXEBNGSN_SIGN_A;;;2025-10-07 18:47:44;;false;;\N;1514;1549
1254;BNXEBNGSN_SIGN_B;;;2025-10-07 18:47:44;;false;;\N;1514;1550
1255;QUNGNGIQUN_TRVINHTRVI;;188.45;2025-10-07 18:47:44;;false;;\N;1515;1521
1256;BNXECHNNGH_HNI;;198.24;2025-10-07 18:47:44;;false;;\N;1515;1524
1257;QUNGNGIQUN_GIANGHAKNN;;195.74;2025-10-07 18:47:44;;false;;\N;1515;1525
1258;QUYNHNBNHN_VINHNGHAN;;189.68;2025-10-07 18:47:44;;false;;\N;1514;1556
1259;CPHQUNGNGI_NAMNHNAMNH;;183.07;2025-10-07 18:47:44;;false;;\N;1515;1526
1260;BNXEBNGSN_SIGN_C;;215.95;2025-10-07 18:47:44;;false;;\N;1514;1558
1261;QUNGNGIQUN_THXCAILYTI;;193.02;2025-10-07 18:47:44;;false;;\N;1515;1527
1262;QUNGNGIQUN_RCHGIKINGI;;191.88;2025-10-07 18:47:44;;false;;\N;1515;1529
1263;CPHQUNGNGI_HTNHHTNH;;189.06;2025-10-07 18:47:44;;false;;\N;1515;1530
